path,sha,branch,origin
/root/codestra-production-activation-20260821,630ac3b279924fe5408086285131f9a047e5691e,agent/production-activation-governance-20260821,https://github.com/appolon1908-hue/codestra-production-platform.git
/root/codestra-production-completion,25f79bd72d8ddc580b1c18e0c87c8eb38b18f994,release/production-activation,https://github.com/appolon1908-hue/codestra-production-platform.git
/root/codestra-production-platform-review,119ff36e3aca710223a4ccbd58f1cf187d01b55e,hardening/production-ready-20260825,https://github.com/appolon1908-hue/codestra-production-platform.git
/root/codestra-provisioning-service-protected,ebb440f0fbbf571e9674df1c1fdeca88f14db54f,fix/canonical-keycloak-verifier,https://github.com/appolon1908-hue/codestra-provisioning-service.git
/root/codestra-provisioning-service,7504e9ffe40b880e1cbdbe61a5e0adfeaebee1a3,codex/app-provisioning-completion-20260725,UNRESOLVED
/root/codestra-server-c-release,a4aacaf41a8b1cc7b8ce5d9c15bc1ddf82050c17,fix/crawler-base-image-security,https://github.com/Codestra-SRL/codestra-server-c.git
/root/codestra-social-publishing-phase1,835875e192c2dae09bb844dbdf2a21dd940dfb4f,agent/social-publishing-middleware,https://github.com/Codestra-SRL/codestra-middleware.git
/root/codestra-srl-middleware,77128e4ab546c14b6f595d110bf35c085be04c06,feat/vicidial-sms-webhook-handlers,https://github.com/Codestra-SRL/codestra-middleware.git
/root/control-plane-pr61,ac621f54a61256bf382fa92eb1caa3b44bf94b24,agent/control-plane-schema-type-20260822,https://github.com/appolon1908-hue/codestra-production-platform.git
/root/gate3-middleware,c7846ea42f7363f5e622f018d7551b36cd3622c0,feature/callcenter-platform-19,/opt/codestra/middleware
/root/gate3-odoo-addons,3195f1c2ceb53d20dad4be435025f14a49c68a4e,architecture/odoo-modular-suite,/opt/codestra/odoo-addons
/root/gate5-n8n-workflows,985a8b5b2b122731f0a498304d1c0c11210d04e8,feature/n8n-automation-blueprint,/opt/codestra/n8n-workflows-authoritative.git
/root/gate6-agent-desktop,4d72e9a939ce2c248f792004489a24d08a2a9d1c,feature/callcenter-platform-19,UNRESOLVED
/root/identity-gate2-work2,1df19930a72dcbc195335410b73f964f65fccf8a,architecture/trusted-identity-platform,/opt/codestra/identity-platform
/root/keycloak-appolon,bb25926086fd0823fc6f860548fb894ffec76ae7,fix/runtime-checkout-fast-forward-v1,https://github.com/appolon1908-hue/Keycloak.git
/root/keycloak-n4-preflight,c8745694bd35b38f8152a5df07799cdba46c3da2,fix/drift-review-pull-metadata-read-v1,https://github.com/appolon1908-hue/Keycloak.git
/root/keycloak-pr7-fix,418bac7d5d6b8934b4027a33875549eb7fdf8cc9,feat/protected-machine-service-clients,https://github.com/appolon1908-hue/Keycloak.git
/root/klyrow-dev,00d3fc20d4ccd3326672a0a2b8796145e0e566d6,agent/klyrow-smtp-production-readiness,https://github.com/appolon1908-hue/klyrow.com.git
