"codestra-identity-staging-identity-db-staging-1","identity-db-staging","codestra-identity-staging","postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94","sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94","healthy","unless-stopped","codestra-identity-staging_identity_staging_db","","codestra-identity-staging_identity_staging_postgres_data:/var/lib/postgresql/data",""
"codestra-identity-staging-keycloak-staging-1","keycloak-staging","codestra-identity-staging","quay.io/keycloak/keycloak@sha256:2eb3cd316835c990e69e26ade292ffa78f6fb0db7d5fc6377463c162e1979ac0","sha256:2eb3cd316835c990e69e26ade292ffa78f6fb0db7d5fc6377463c162e1979ac0","healthy","unless-stopped","codestra-identity-staging_identity_staging_db;codestra-identity-staging_service","","/opt/codestra/staging/identity-s1/codestra-realm.json:/opt/keycloak/data/import/codestra-realm.json","df15afa5a3a8a2b10021f879ffa93b30fb36c73a"
"codestra-integration-control-plane-api-1","api","codestra-integration-control-plane","codestra-integration-control-plane-api","sha256:646b7f2a611b26986b81c143661b14e825ac977f9b3f84274fc8432f501e90f9","healthy","unless-stopped","codestra_backend;codestra_edge","8096/tcp","/secrets/[REDACTED]/control-plane-database-url:/run/secrets/[REDACTED];/etc/codestra/auth-verifiers/crm-gateway-secret.sha256:/run/secrets/[REDACTED];/etc/codestra/runtime-secrets/control-plane/klyrow-mtls-ca:/run/secrets/[REDACTED];/etc/codestra/runtime-secrets/control-plane/klyrow-mtls-cert:/run/secrets/[REDACTED];/etc/codestra/auth-verifiers/control-plane-kong-gateway-secret.sha256:/run/secrets/[REDACTED];/etc/codestra/runtime-secrets/control-plane/cod-web-out-canary-recipient:/run/secrets/[REDACTED];/etc/codestra/runtime-secrets/control-plane/klyrow-mtls-key:/run/secrets/[REDACTED];/etc/codestra/runtime-secrets/control-plane/klyrow-oidc-client-secret:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission","44d2addf48ae31da6eeb3c3f9ab3fe34d999042c"
"codestra-integration-control-plane-worker-1","worker","codestra-integration-control-plane","codestra-integration-control-plane-worker","sha256:646b7f2a611b26986b81c143661b14e825ac977f9b3f84274fc8432f501e90f9","none","unless-stopped","codestra_backend;codestra_edge","","/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission;/etc/codestra/runtime-secrets/control-plane/cod-web-out-canary-recipient:/run/secrets/[REDACTED];/secrets/[REDACTED]/control-plane-database-url:/run/secrets/[REDACTED];/etc/codestra/runtime-secrets/control-plane/klyrow-mtls-ca:/run/secrets/[REDACTED];/etc/codestra/runtime-secrets/control-plane/klyrow-mtls-cert:/run/secrets/[REDACTED];/etc/codestra/runtime-secrets/control-plane/klyrow-mtls-key:/run/secrets/[REDACTED];/etc/codestra/runtime-secrets/control-plane/klyrow-oidc-client-secret:/run/secrets/[REDACTED]","44d2addf48ae31da6eeb3c3f9ab3fe34d999042c"
"codestra-kong-identity-certification-1","identity-certification","codestra-kong","codestra/identity-certification:canonical-co-20260820","sha256:ffceaad23a8daf61bed7a069499c341ae2495b48dd77ca492ee965b761ff55af","healthy","unless-stopped","codestra_backend;codestra_edge","","/secrets/[REDACTED]/database-url:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission",""
"codestra-kong-kong-db-1","kong-db","codestra-kong","postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94","sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94","healthy","unless-stopped","codestra-kong_kong_backend","","codestra-kong_kong_db_data:/var/lib/postgresql/data",""
"codestra-kong-kong-gateway-1","kong-gateway","codestra-kong","kong/kong-gateway:3.14.0.1-ubuntu","sha256:9cb0429e4641d29189118b20ef0a195569b9d65ef0536bc57907797874071689","healthy","unless-stopped","codestra-kong_kong_backend;codestra_edge","8000/tcp;8001/tcp;8002/tcp","/opt/codestra/kong/logs:/var/log/kong;/opt/codestra/kong/plugins/codestra-gateway-identity:/usr/local/share/lua/5.1/kong/plugins/codestra-gateway-identity;/secrets/[REDACTED]/shared-secret:/run/secrets/[REDACTED]","6d5c260a6d40a07f40344bd51bb1d7d60df4a559"
"codestra-kong-kong-test-upstream-1","kong-test-upstream","codestra-kong","nginx:1.29.1-alpine","sha256:42a516af16b852e33b7682d5ef8acbd5d13fe08fecadc7ed98605ba5e3b26ab8","healthy","unless-stopped","codestra_edge","","/opt/codestra/kong/config/test-nginx.conf:/etc/nginx/conf.d/default.conf",""
"codestra-kong-service-auth-adapter-1","adapter","codestra-kong-service-auth","codestra/kong-service-auth-adapter:20260820","sha256:aa1d68841f4fdddac0c445d26a953fdbfe1e311a0540a3a1c588a8b98af1ec71","healthy","unless-stopped","codestra_edge","","/secrets/[REDACTED]/crm-gateway-secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/sms-gateway-token:/run/secrets/[REDACTED]",""
"codestra-mail-api-mail-api-1","mail-api","codestra-mail-api","codestra/mail-api:20260822","sha256:7495d5f0d79f027456ed61b7c3c2ea9331c228f3d2e10bceef3178eef5a62594","healthy","unless-stopped","codestra_edge","","/opt/codestra/mail-platform-isolated:/var/lib/codestra-mail",""
"codestra-mail-isolated-stalwart-1","stalwart","codestra-mail-isolated","stalwartlabs/stalwart:v0.16","sha256:9ed1d343243b7aa72969e372a7240b7ddea07730781d4b68a0dc3d8d51c418bb","healthy","unless-stopped","codestra-mail-isolated_mail-private","443/tcp;587/tcp;8080/tcp;993/tcp","codestra-mail-isolated_stalwart-etc:/etc/stalwart;codestra-mail-isolated_stalwart-data:/var/lib/stalwart","d08305df2e865ccf8b0676fd63ebd37d25aef787"
"codestra-middleware-1","middleware","codestra","codestra/middleware:health-contract-b3ca9aa","sha256:5dd751a9da60e2417c9ee553ddea68f54e76981dcc896eb3676b27617d121f38","healthy","unless-stopped","codestra-identity_identity_service;codestra-odoo19-module-staging_isolated;codestra-provisioning-service_private;codestra_backend;codestra_edge","","/secrets/[REDACTED]/database_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/odoo_identity_hmac:/run/secrets/[REDACTED]/identity_hmac;/secrets/[REDACTED]/provisioning/client_secret:/run/secrets/[REDACTED]/client_secret;/secrets/[REDACTED]/quarantine-encryption-key:/run/secrets/[REDACTED];/secrets/[REDACTED]/quarantine-fingerprint-key:/run/secrets/[REDACTED];/secrets/[REDACTED]/quarantine-reviewer-key:/run/secrets/[REDACTED];/secrets/[REDACTED]:/run/secrets/[REDACTED];/secrets/[REDACTED]/provisioning/ca.crt:/run/secrets/[REDACTED]/ca.crt;/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/keys.json:/run/secrets/[REDACTED];/secrets/[REDACTED]:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission","b3ca9aa458fef843e3065aeff3397c656349f138"
"codestra-middleware-breero-odoo-worker-1","middleware-breero-odoo-worker","codestra","codestra/middleware:breero-51416422","sha256:961c0569a5033cdb494d211fd32cfe20d7efd42d3900f02c2d3f0ac7bfdcfa63","healthy","unless-stopped","codestra_backend","","/secrets/[REDACTED]/middleware-integration-api-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/quarantine-encryption-key:/run/secrets/[REDACTED];/secrets/[REDACTED]/quarantine-fingerprint-key:/run/secrets/[REDACTED];/secrets/[REDACTED]:/run/secrets/[REDACTED];/secrets/[REDACTED]:/run/secrets/[REDACTED];/secrets/[REDACTED]/api-key:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/keys.json:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission","51416422eaaa959c8c7223ad1434287597eb8007"
"codestra-middleware-event-gateway-1","middleware-event-gateway","codestra","codestra/middleware:webhook-cert-pg-20260816","sha256:93cbb4a11765ad92e9bbf1a1bb9601f15a540164b4e7d6647cb0f16d588ab6e0","healthy","unless-stopped","codestra_backend;codestra_edge","","/secrets/[REDACTED]/middleware-event-gateway-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/quarantine-fingerprint-key:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/keys-readiness.json:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission;/secrets/[REDACTED]/staging-hmac:/run/secrets/[REDACTED];/secrets/[REDACTED]:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/quarantine-encryption-key:/run/secrets/[REDACTED];/secrets/[REDACTED]:/run/secrets/[REDACTED];/secrets/[REDACTED]:/run/secrets/[REDACTED];/secrets/[REDACTED]/identities.json:/run/secrets/[REDACTED];/secrets/[REDACTED]/production-hmac:/run/secrets/[REDACTED]","4a3ac0b57a61baf63310c55048a7897556faa9a972083b86761e91391ae2317b"
"codestra-middleware-evidence-runner-1","middleware-evidence-runner","codestra","codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","healthy","unless-stopped","codestra_backend","","/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission;/secrets/[REDACTED]/middleware-evidence-runner-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED]","b3ca9aa458fef843e3065aeff3397c656349f138"
"codestra-middleware-extension-allocator-1","middleware-extension-allocator","codestra","codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","healthy","unless-stopped","codestra_backend","","/secrets/[REDACTED]/middleware-extension-allocator-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission","b3ca9aa458fef843e3065aeff3397c656349f138"
"codestra-middleware-external-webhook-worker-1","middleware-external-webhook-worker","codestra","codestra/middleware:webhook-cert-pg-20260816","sha256:93cbb4a11765ad92e9bbf1a1bb9601f15a540164b4e7d6647cb0f16d588ab6e0","healthy","unless-stopped","codestra-n8n-middleware-staging-control;codestra_backend","","/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/quarantine-fingerprint-key:/run/secrets/[REDACTED];/secrets/[REDACTED]/n8n-header-token:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/quarantine-encryption-key:/run/secrets/[REDACTED];/secrets/[REDACTED]:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission;/secrets/[REDACTED]/middleware-event-gateway-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]:/run/secrets/[REDACTED]","4a3ac0b57a61baf63310c55048a7897556faa9a972083b86761e91391ae2317b"
"codestra-middleware-integration-api-1","middleware-integration-api","codestra","ghcr.io/codestra-srl/codestra-middleware@sha256:09d4bd0f7b2376e0a06d3efae27a6642429389fa7e3277791ec0b36584e87175","sha256:09d4bd0f7b2376e0a06d3efae27a6642429389fa7e3277791ec0b36584e87175","healthy","unless-stopped","codestra-identity_identity_service;codestra-internal-integration;codestra-n8n-middleware-staging-control;codestra-odoo19-module-staging_isolated;codestra-provisioning-service_private;codestra_backend;codestra_edge","","/secrets/[REDACTED]/quarantine-fingerprint-key:/run/secrets/[REDACTED];/etc/codestra/pki/internal-integration/ca.crt:/run/secrets/[REDACTED];/secrets/[REDACTED]/quarantine-encryption-key:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/hmac-keys:/run/secrets/[REDACTED]/hmac-keys;/secrets/[REDACTED]:/run/secrets/[REDACTED];/secrets/[REDACTED]/postly/postiz_api_key:/run/secrets/[REDACTED];/secrets/[REDACTED]/provisioning/client_secret:/run/secrets/[REDACTED]/client_secret;/secrets/[REDACTED]/quarantine-reviewer-key:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission;/secrets/[REDACTED]/middleware-client-secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/odoo_identity_hmac:/run/secrets/[REDACTED]/identity_hmac;/secrets/[REDACTED]/odoo-results-client-secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/provisioning/ca.crt:/run/secrets/[REDACTED]/ca.crt;/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware-integration-api-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/runtime-hmac:/run/secrets/[REDACTED]","35448ef85ae56db3651a72b61db8e242b7aacd2e"
"codestra-middleware-n8n-runtime-worker-1","middleware-n8n-runtime-worker","codestra","codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","healthy","unless-stopped","codestra-n8n-middleware-staging-control;codestra_backend","","/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/runtime-hmac:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission;/secrets/[REDACTED]/middleware-integration-api-database-url:/run/secrets/[REDACTED]","b3ca9aa458fef843e3065aeff3397c656349f138"
"codestra-middleware-notification-worker-1","middleware-notification-worker","codestra","ghcr.io/codestra-srl/codestra-middleware@sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98","sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98","healthy","unless-stopped","codestra_backend","","/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission;/secrets/[REDACTED]/internal_token:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware-notification-worker-database-url:/run/secrets/[REDACTED]","9118e5bc01f9ce4a52add8753c096d061cd84848"
"codestra-middleware-odoo-result-worker-1","middleware-odoo-result-worker","codestra","ghcr.io/codestra-srl/codestra-middleware@sha256:ab74b9eb56c9625597476ab6669b065b471314c912cb2d4677118de230e3d4e2","sha256:ab74b9eb56c9625597476ab6669b065b471314c912cb2d4677118de230e3d4e2","healthy","unless-stopped","codestra-identity_identity_service;codestra-internal-integration;codestra_backend","","/secrets/[REDACTED]/middleware-odoo-result-worker-database-url:/run/secrets/[REDACTED];/etc/codestra/pki/internal-integration/ca.crt:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/odoo-results-client-secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/registry-snapshot-key:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission","d30babd35b7b82aab312f16940f5b8d2f7797f1d"
"codestra-middleware-pjsip-adapter-1","middleware-pjsip-adapter","codestra","codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","healthy","unless-stopped","codestra_backend;codestra_edge","","/secrets/[REDACTED]/middleware-pjsip-adapter-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission","b3ca9aa458fef843e3065aeff3397c656349f138"
"codestra-middleware-policy-engine-1","middleware-policy-engine","codestra","codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","healthy","unless-stopped","codestra_backend;codestra_edge","","/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission;/secrets/[REDACTED]/middleware-policy-engine-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED]","b3ca9aa458fef843e3065aeff3397c656349f138"
"codestra-middleware-postly-polling-worker-1","middleware-postly-polling-worker","codestra","codestra/middleware@sha256:d3ac2b34d216064bc579feedca9cc2d4079ebe44943a6417ab31437c79df8dd8","sha256:d3ac2b34d216064bc579feedca9cc2d4079ebe44943a6417ab31437c79df8dd8","healthy","unless-stopped","codestra_backend;codestra_edge","","/secrets/[REDACTED]/postly/postiz_api_key:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission;/etc/codestra/mtls/clients/scraper:/run/codestra-mtls/scraper;/secrets/[REDACTED]/middleware-integration-api-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED]","b3ca9aa458fef843e3065aeff3397c656349f138"
"codestra-middleware-reconciliation-worker-1","middleware-reconciliation-worker","codestra","codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","healthy","unless-stopped","codestra_backend","","/secrets/[REDACTED]/middleware-reconciliation-worker-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission","b3ca9aa458fef843e3065aeff3397c656349f138"
"codestra-middleware-scheduler-1","middleware-scheduler","codestra","ghcr.io/codestra-srl/codestra-middleware@sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98","sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98","healthy","unless-stopped","codestra_backend","","/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission;/secrets/[REDACTED]/middleware-scheduler-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED]","9118e5bc01f9ce4a52add8753c096d061cd84848"
"codestra-middleware-scraper-odoo-delivery-worker-1","middleware-scraper-odoo-delivery-worker","codestra","codestra/middleware@sha256:55dfe9ddfa8bfa94a9202284cb5276311e009066784bbde5dc05d5e1c3776492","sha256:55dfe9ddfa8bfa94a9202284cb5276311e009066784bbde5dc05d5e1c3776492","healthy","unless-stopped","codestra_backend","","/secrets/[REDACTED]/middleware-integration-api-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission","bab6f4332fec77611f6a364fd3c9c7f9cc022051"
"codestra-middleware-social-n8n-delivery-worker-1","middleware-social-n8n-delivery-worker","codestra","codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700","healthy","unless-stopped","codestra_backend","","/secrets/[REDACTED]/webhook_shared_secret:/run/secrets/[REDACTED];/opt/codestra/safety/live-delivery-admission.sh:/usr/local/bin/live-delivery-admission;/secrets/[REDACTED]/middleware-integration-api-database-url:/run/secrets/[REDACTED];/secrets/[REDACTED]/middleware_secret:/run/secrets/[REDACTED];/secrets/[REDACTED]/redis_url:/run/secrets/[REDACTED]","b3ca9aa458fef843e3065aeff3397c656349f138"
"codestra-middleware-staging-callback-staging-1","callback-staging","codestra-middleware-staging","codestra/middleware:current-hardened-20260723","sha256:57a4a3a22278aa61bc443910927a308d594db287b8e2cd500ee12293e8a93f4d","healthy","unless-stopped","codestra-n8n-staging_edge","","/opt/codestra/middleware-staging/staging_callback_receiver.py:/app/staging_callback_receiver.py;codestra-middleware-staging_callback_data:/data;/secrets/[REDACTED]/callback_hmac:/run/secrets/[REDACTED];/secrets/[REDACTED]/tls:/run/tls","f1c07e0-reprofix2"
